ligand_human_symbol,receptor_human_symbol,ligand_human_ensembl,receptor_human_ensembl,ligand_mouse_symbol,receptor_mouse_symbol,ligand_mouse_ensembl,receptor_mouse_ensembl,database,source
HP,CD163,ENSG00000257017,ENSG00000177575,Hp,Cd163,ENSMUSG00000031722,ENSMUSG00000008845,omnipath,omnipath
HP,CD22,ENSG00000257017,ENSG00000012124,Hp,Cd22,ENSMUSG00000031722,ENSMUSG00000030577,omnipath,omnipath
HP,ASGR1,ENSG00000257017,ENSG00000141505,Hp,Asgr1,ENSMUSG00000031722,ENSMUSG00000020884,omnipath,omnipath
HP,ASGR2,ENSG00000257017,ENSG00000161944,Hp,Asgr2,ENSMUSG00000031722,ENSMUSG00000040963,omnipath,omnipath
HPX,LRP1,ENSG00000110169,ENSG00000123384,Hpx,Lrp1,ENSMUSG00000030895,ENSMUSG00000040249,omnipath,omnipath
HRG,ERBB2,ENSG00000113905,ENSG00000141736,Hrg,Erbb2,ENSMUSG00000022877,ENSMUSG00000062312,omnipath,omnipath
HRG,FCGR1A,ENSG00000113905,ENSG00000150337,Hrg,Fcgr1,ENSMUSG00000022877,ENSMUSG00000015947,omnipath,omnipath
HRG,ERBB3,ENSG00000113905,ENSG00000065361,Hrg,Erbb3,ENSMUSG00000022877,ENSMUSG00000018166,omnipath,omnipath
HSP90B1,LRP1,ENSG00000166598,ENSG00000123384,Hsp90b1,Lrp1,ENSMUSG00000020048,ENSMUSG00000040249,nichenet_verschueren,nichenet_verschueren
HSPG2,DAG1,ENSG00000142798,ENSG00000173402,Hspg2,Dag1,ENSMUSG00000028763,ENSMUSG00000039952,nichenet_verschueren,nichenet_verschueren
HSPG2,PTPRS,ENSG00000142798,ENSG00000105426,Hspg2,Ptprs,ENSMUSG00000028763,ENSMUSG00000013236,omnipath,omnipath
HSPG2,SDC1,ENSG00000142798,ENSG00000115884,Hspg2,Sdc1,ENSMUSG00000028763,ENSMUSG00000020592,omnipath,omnipath
HSPG2,ITGB1,ENSG00000142798,ENSG00000150093,Hspg2,Itgb1,ENSMUSG00000028763,ENSMUSG00000025809,omnipath,omnipath
HSPG2,COL13A1,ENSG00000142798,ENSG00000197467,Hspg2,Col13a1,ENSMUSG00000028763,ENSMUSG00000058806,omnipath,omnipath
HSPG2,FGFR1,ENSG00000142798,ENSG00000077782,Hspg2,Fgfr1,ENSMUSG00000028763,ENSMUSG00000031565,omnipath,omnipath
HSPG2,LRP1,ENSG00000142798,ENSG00000123384,Hspg2,Lrp1,ENSMUSG00000028763,ENSMUSG00000040249,omnipath,omnipath
HSPG2,LRP2,ENSG00000142798,ENSG00000081479,Hspg2,Lrp2,ENSMUSG00000028763,ENSMUSG00000027070,omnipath,omnipath
HSPG2,ITGA2,ENSG00000142798,ENSG00000164171,Hspg2,Itga2,ENSMUSG00000028763,ENSMUSG00000015533,omnipath,omnipath
IAPP,CALCR,ENSG00000121351,ENSG00000004948,Iapp,Calcr,ENSMUSG00000041681,ENSMUSG00000023964,omnipath,omnipath
IAPP,RAMP1,ENSG00000121351,ENSG00000132329,Iapp,Ramp1,ENSMUSG00000041681,ENSMUSG00000034353,omnipath,omnipath
IAPP,RAMP2,ENSG00000121351,ENSG00000131477,Iapp,Ramp2,ENSMUSG00000041681,ENSMUSG00000001240,omnipath,omnipath
IAPP,RAMP3,ENSG00000121351,ENSG00000122679,Iapp,Ramp3,ENSMUSG00000041681,ENSMUSG00000041046,omnipath,omnipath
IBSP,ITGB3,ENSG00000029559,ENSG00000259207,Ibsp,Itgb3,ENSMUSG00000029306,ENSMUSG00000020689,omnipath,omnipath
IBSP,ITGAV,ENSG00000029559,ENSG00000138448,Ibsp,Itgav,ENSMUSG00000029306,ENSMUSG00000027087,omnipath,omnipath
IBSP,ITGB5,ENSG00000029559,ENSG00000082781,Ibsp,Itgb5,ENSMUSG00000029306,ENSMUSG00000022817,omnipath,omnipath
ICAM1,ITGAX,ENSG00000090339,ENSG00000140678,Icam1,Itgax,ENSMUSG00000037405,ENSMUSG00000030789,omnipath,omnipath
ICAM1,ITGAM,ENSG00000090339,ENSG00000169896,Icam1,Itgam,ENSMUSG00000037405,ENSMUSG00000030786,omnipath,omnipath
ICAM1,ITGAL,ENSG00000090339,ENSG00000005844,Icam1,Itgal,ENSMUSG00000037405,ENSMUSG00000030830,omnipath,omnipath
ICAM1,EGFR,ENSG00000090339,ENSG00000146648,Icam1,Egfr,ENSMUSG00000037405,ENSMUSG00000020122,omnipath,omnipath
ICAM1,IL2RA,ENSG00000090339,ENSG00000134460,Icam1,Il2ra,ENSMUSG00000037405,ENSMUSG00000026770,omnipath,omnipath
ICAM1,ITGB2,ENSG00000090339,ENSG00000160255,Icam1,Itgb2l,ENSMUSG00000037405,ENSMUSG00000000157,omnipath,omnipath
ICAM1,SPN,ENSG00000090339,ENSG00000197471,Icam1,Spn,ENSMUSG00000037405,ENSMUSG00000051457,omnipath,omnipath
ICAM1,IL2RG,ENSG00000090339,ENSG00000147168,Icam1,Il2rg,ENSMUSG00000037405,ENSMUSG00000031304,omnipath,omnipath
ICAM1,EZR,ENSG00000090339,ENSG00000092820,Icam1,Ezr,ENSMUSG00000037405,ENSMUSG00000052397,omnipath,omnipath
ICAM1,MSN,ENSG00000090339,ENSG00000147065,Icam1,Msn,ENSMUSG00000037405,ENSMUSG00000031207,omnipath,omnipath
ICAM1,CDH5,ENSG00000090339,ENSG00000179776,Icam1,Cdh5,ENSMUSG00000037405,ENSMUSG00000031871,omnipath,omnipath
ICAM2,ITGAM,ENSG00000108622,ENSG00000169896,Icam2,Itgam,ENSMUSG00000001029,ENSMUSG00000030786,omnipath,omnipath
ICAM2,ITGAL,ENSG00000108622,ENSG00000005844,Icam2,Itgal,ENSMUSG00000001029,ENSMUSG00000030830,omnipath,omnipath
ICAM2,ITGB2,ENSG00000108622,ENSG00000160255,Icam2,Itgb2l,ENSMUSG00000001029,ENSMUSG00000000157,omnipath,omnipath
ICAM3,CD209,ENSG00000076662,ENSG00000090659,NA,Cd209a,NA,ENSMUSG00000031494,omnipath,omnipath
ICAM3,ITGAL,ENSG00000076662,ENSG00000005844,NA,Itgal,NA,ENSMUSG00000030830,omnipath,omnipath
ICAM3,ITGB2,ENSG00000076662,ENSG00000160255,NA,Itgb2l,NA,ENSMUSG00000000157,omnipath,omnipath
ICAM3,CLEC4M,ENSG00000076662,ENSG00000104938,NA,Cd209f,NA,ENSMUSG00000051906,omnipath,omnipath
ICAM3,ITGAD,ENSG00000076662,ENSG00000156886,NA,Itgad,NA,ENSMUSG00000070369,omnipath,omnipath
ICAM4,ITGAM,ENSG00000105371,ENSG00000169896,Icam4,Itgam,ENSMUSG00000001014,ENSMUSG00000030786,omnipath,omnipath
ICAM4,ITGAL,ENSG00000105371,ENSG00000005844,Icam4,Itgal,ENSMUSG00000001014,ENSMUSG00000030830,omnipath,omnipath
ICAM4,ITGA4,ENSG00000105371,ENSG00000115232,Icam4,Itga4,ENSMUSG00000001014,ENSMUSG00000027009,omnipath,omnipath
ICAM4,ITGB3,ENSG00000105371,ENSG00000259207,Icam4,Itgb3,ENSMUSG00000001014,ENSMUSG00000020689,omnipath,omnipath
ICAM4,ITGB2,ENSG00000105371,ENSG00000160255,Icam4,Itgb2l,ENSMUSG00000001014,ENSMUSG00000000157,omnipath,omnipath
ICAM4,ITGB1,ENSG00000105371,ENSG00000150093,Icam4,Itgb1,ENSMUSG00000001014,ENSMUSG00000025809,omnipath,omnipath
ICAM4,RHAG,ENSG00000105371,ENSG00000112077,Icam4,Rhag,ENSMUSG00000001014,ENSMUSG00000023926,omnipath,omnipath
ICAM4,ITGAV,ENSG00000105371,ENSG00000138448,Icam4,Itgav,ENSMUSG00000001014,ENSMUSG00000027087,omnipath,omnipath
ICAM4,ITGA2B,ENSG00000105371,ENSG00000005961,Icam4,Itga2b,ENSMUSG00000001014,ENSMUSG00000034664,omnipath,omnipath
ICAM5,ITGAL,ENSG00000105376,ENSG00000005844,Icam5,Itgal,ENSMUSG00000032174,ENSMUSG00000030830,omnipath,omnipath
ICAM5,ITGB2,ENSG00000105376,ENSG00000160255,Icam5,Itgb2l,ENSMUSG00000032174,ENSMUSG00000000157,omnipath,omnipath
ICAM5,CD209,ENSG00000105376,ENSG00000090659,Icam5,Cd209a,ENSMUSG00000032174,ENSMUSG00000031494,omnipath,omnipath
ICAM5,PRTG,ENSG00000105376,ENSG00000166450,Icam5,Prtg,ENSMUSG00000032174,ENSMUSG00000036030,omnipath,omnipath
ICAM5,IGDCC4,ENSG00000105376,ENSG00000103742,Icam5,Igdcc4,ENSMUSG00000032174,ENSMUSG00000032816,omnipath,omnipath
ICOSLG,ICOS,ENSG00000160223,ENSG00000163600,Icosl,Icos,ENSMUSG00000000732,ENSMUSG00000026009,omnipath,omnipath
ICOSLG,CD28,ENSG00000160223,ENSG00000178562,Icosl,Cd28,ENSMUSG00000000732,ENSMUSG00000026012,omnipath,omnipath
ICOSLG,CTLA4,ENSG00000160223,ENSG00000163599,Icosl,Ctla4,ENSMUSG00000000732,ENSMUSG00000026011,omnipath,omnipath
ICOSLG,NTM,ENSG00000160223,ENSG00000182667,Icosl,Ntm,ENSMUSG00000000732,ENSMUSG00000059974,omnipath,omnipath
IFITM1,CD81,ENSG00000185885,ENSG00000110651,Ifitm1,Cd81,ENSMUSG00000025491,ENSMUSG00000037706,omnipath,omnipath
IFNA1,IFNAR1,ENSG00000197919,ENSG00000142166,Ifna13,Ifnar1,ENSMUSG00000063376,ENSMUSG00000022967,nichenet_verschueren,nichenet_verschueren
IFNA1,IFNAR2,ENSG00000197919,ENSG00000159110,Ifna13,Ifnar2,ENSMUSG00000063376,ENSMUSG00000022971,nichenet_verschueren,nichenet_verschueren
IFNA10,IFNAR1,ENSG00000186803,ENSG00000142166,Ifna13,Ifnar1,ENSMUSG00000063376,ENSMUSG00000022967,omnipath,omnipath
IFNA10,IFNAR2,ENSG00000186803,ENSG00000159110,Ifna13,Ifnar2,ENSMUSG00000063376,ENSMUSG00000022971,omnipath,omnipath
IFNA13,IFNAR1,ENSG00000233816,ENSG00000142166,Ifna13,Ifnar1,ENSMUSG00000063376,ENSMUSG00000022967,omnipath,omnipath
IFNA13,IFNAR2,ENSG00000233816,ENSG00000159110,Ifna13,Ifnar2,ENSMUSG00000063376,ENSMUSG00000022971,omnipath,omnipath
IFNA13,CR2,ENSG00000233816,ENSG00000117322,Ifna13,Cr2,ENSMUSG00000063376,ENSMUSG00000026616,omnipath,omnipath
IFNA14,IFNAR1,ENSG00000228083,ENSG00000142166,Ifna13,Ifnar1,ENSMUSG00000063376,ENSMUSG00000022967,omnipath,omnipath
IFNA14,IFNAR2,ENSG00000228083,ENSG00000159110,Ifna13,Ifnar2,ENSMUSG00000063376,ENSMUSG00000022971,omnipath,omnipath
IFNA16,IFNAR1,ENSG00000147885,ENSG00000142166,Ifna13,Ifnar1,ENSMUSG00000063376,ENSMUSG00000022967,omnipath,omnipath
IFNA16,IFNAR2,ENSG00000147885,ENSG00000159110,Ifna13,Ifnar2,ENSMUSG00000063376,ENSMUSG00000022971,omnipath,omnipath
IFNA17,IFNAR1,ENSG00000234829,ENSG00000142166,Ifna13,Ifnar1,ENSMUSG00000063376,ENSMUSG00000022967,omnipath,omnipath
IFNA17,IFNAR2,ENSG00000234829,ENSG00000159110,Ifna13,Ifnar2,ENSMUSG00000063376,ENSMUSG00000022971,omnipath,omnipath
IFNA2,IFNAR1,ENSG00000188379,ENSG00000142166,Ifna13,Ifnar1,ENSMUSG00000063376,ENSMUSG00000022967,omnipath,omnipath
IFNA2,IFNAR2,ENSG00000188379,ENSG00000159110,Ifna13,Ifnar2,ENSMUSG00000063376,ENSMUSG00000022971,omnipath,omnipath
IFNA2,CR2,ENSG00000188379,ENSG00000117322,Ifna13,Cr2,ENSMUSG00000063376,ENSMUSG00000026616,omnipath,omnipath
IFNA21,IFNAR1,ENSG00000137080,ENSG00000142166,Ifna13,Ifnar1,ENSMUSG00000063376,ENSMUSG00000022967,omnipath,omnipath
IFNA21,IFNAR2,ENSG00000137080,ENSG00000159110,Ifna13,Ifnar2,ENSMUSG00000063376,ENSMUSG00000022971,omnipath,omnipath
IFNA4,IFNAR1,ENSG00000236637,ENSG00000142166,Ifna13,Ifnar1,ENSMUSG00000063376,ENSMUSG00000022967,omnipath,omnipath
IFNA4,IFNAR2,ENSG00000236637,ENSG00000159110,Ifna13,Ifnar2,ENSMUSG00000063376,ENSMUSG00000022971,omnipath,omnipath
IFNA5,IFNAR1,ENSG00000147873,ENSG00000142166,Ifna13,Ifnar1,ENSMUSG00000063376,ENSMUSG00000022967,omnipath,omnipath
IFNA5,IFNAR2,ENSG00000147873,ENSG00000159110,Ifna13,Ifnar2,ENSMUSG00000063376,ENSMUSG00000022971,omnipath,omnipath
IFNA6,IFNAR1,ENSG00000120235,ENSG00000142166,Ifna13,Ifnar1,ENSMUSG00000063376,ENSMUSG00000022967,omnipath,omnipath
IFNA6,IFNAR2,ENSG00000120235,ENSG00000159110,Ifna13,Ifnar2,ENSMUSG00000063376,ENSMUSG00000022971,omnipath,omnipath
IFNA7,IFNAR1,ENSG00000214042,ENSG00000142166,Ifna13,Ifnar1,ENSMUSG00000063376,ENSMUSG00000022967,omnipath,omnipath
IFNA7,IFNAR2,ENSG00000214042,ENSG00000159110,Ifna13,Ifnar2,ENSMUSG00000063376,ENSMUSG00000022971,omnipath,omnipath
IFNA8,IFNAR1,ENSG00000120242,ENSG00000142166,Ifna13,Ifnar1,ENSMUSG00000063376,ENSMUSG00000022967,omnipath,omnipath
IFNA8,IFNAR2,ENSG00000120242,ENSG00000159110,Ifna13,Ifnar2,ENSMUSG00000063376,ENSMUSG00000022971,omnipath,omnipath
IFNB1,IFNAR1,ENSG00000171855,ENSG00000142166,Ifnb1,Ifnar1,ENSMUSG00000048806,ENSMUSG00000022967,omnipath,omnipath
IFNB1,IFNAR2,ENSG00000171855,ENSG00000159110,Ifnb1,Ifnar2,ENSMUSG00000048806,ENSMUSG00000022971,omnipath,omnipath
IFNE,IFNAR1,ENSG00000184995,ENSG00000142166,Ifne,Ifnar1,ENSMUSG00000045364,ENSMUSG00000022967,omnipath,omnipath
IFNE,IFNAR2,ENSG00000184995,ENSG00000159110,Ifne,Ifnar2,ENSMUSG00000045364,ENSMUSG00000022971,omnipath,omnipath
IFNE,ADGRV1,ENSG00000184995,ENSG00000164199,Ifne,Adgrv1,ENSMUSG00000045364,ENSMUSG00000069170,omnipath,omnipath
IFNG,IFNGR1,ENSG00000111537,ENSG00000027697,Ifng,Ifngr1,ENSMUSG00000055170,ENSMUSG00000020009,omnipath,omnipath
IFNG,IFNGR2,ENSG00000111537,ENSG00000159128,Ifng,Ifngr2,ENSMUSG00000055170,ENSMUSG00000022965,omnipath,omnipath
IFNK,IFNAR1,ENSG00000147896,ENSG00000142166,Ifnk,Ifnar1,ENSMUSG00000042993,ENSMUSG00000022967,omnipath,omnipath
IFNK,IFNAR2,ENSG00000147896,ENSG00000159110,Ifnk,Ifnar2,ENSMUSG00000042993,ENSMUSG00000022971,omnipath,omnipath
IFNL1,IL10RB,ENSG00000291872,ENSG00000243646,NA,Il10rb,NA,ENSMUSG00000022969,omnipath,omnipath
IFNL1,IFNLR1,ENSG00000291872,ENSG00000185436,NA,Ifnlr1,NA,ENSMUSG00000062157,omnipath,omnipath
IFNL2,IL10RB,ENSG00000183709,ENSG00000243646,Ifnl2,Il10rb,ENSMUSG00000059128,ENSMUSG00000022969,omnipath,omnipath
IFNL2,IFNLR1,ENSG00000183709,ENSG00000185436,Ifnl2,Ifnlr1,ENSMUSG00000059128,ENSMUSG00000062157,omnipath,omnipath
IFNL3,IL10RB,ENSG00000197110,ENSG00000243646,Ifnl2,Il10rb,ENSMUSG00000059128,ENSMUSG00000022969,omnipath,omnipath
IFNL3,IFNLR1,ENSG00000197110,ENSG00000185436,Ifnl2,Ifnlr1,ENSMUSG00000059128,ENSMUSG00000062157,omnipath,omnipath
IFNL4,IFNLR1,ENSG00000292250,ENSG00000185436,NA,Ifnlr1,NA,ENSMUSG00000062157,omnipath,omnipath
IFNL4,IL10RB,ENSG00000292250,ENSG00000243646,NA,Il10rb,NA,ENSMUSG00000022969,omnipath,omnipath
IFNW1,IFNAR1,ENSG00000177047,ENSG00000142166,NA,Ifnar1,NA,ENSMUSG00000022967,omnipath,omnipath
IFNW1,IFNAR2,ENSG00000177047,ENSG00000159110,NA,Ifnar2,NA,ENSMUSG00000022971,omnipath,omnipath
IGF1,TRPV2,ENSG00000017427,ENSG00000187688,Igf1,Trpv2,ENSMUSG00000020053,ENSMUSG00000018507,nichenet_verschueren,nichenet_verschueren
IGF1,IGF1R,ENSG00000017427,ENSG00000140443,Igf1,Igf1r,ENSMUSG00000020053,ENSMUSG00000005533,omnipath,omnipath
IGF1,INSR,ENSG00000017427,ENSG00000171105,Igf1,Insr,ENSMUSG00000020053,ENSMUSG00000005534,omnipath,omnipath
IGF1,ITGAV,ENSG00000017427,ENSG00000138448,Igf1,Itgav,ENSMUSG00000020053,ENSMUSG00000027087,omnipath,omnipath
IGF1,ITGB3,ENSG00000017427,ENSG00000259207,Igf1,Itgb3,ENSMUSG00000020053,ENSMUSG00000020689,omnipath,omnipath
IGF1,ITGA6,ENSG00000017427,ENSG00000091409,Igf1,Itga6,ENSMUSG00000020053,ENSMUSG00000027111,omnipath,omnipath
IGF1,ITGB4,ENSG00000017427,ENSG00000132470,Igf1,Itgb4,ENSMUSG00000020053,ENSMUSG00000020758,omnipath,omnipath
IGF2,IGF2R,ENSG00000167244,ENSG00000197081,Igf2,Igf2r,ENSMUSG00000048583,ENSMUSG00000023830,omnipath,omnipath
IGF2,IGF1R,ENSG00000167244,ENSG00000140443,Igf2,Igf1r,ENSMUSG00000048583,ENSMUSG00000005533,omnipath,omnipath
IGF2,INSR,ENSG00000167244,ENSG00000171105,Igf2,Insr,ENSMUSG00000048583,ENSMUSG00000005534,omnipath,omnipath
IGF2,ITGAV,ENSG00000167244,ENSG00000138448,Igf2,Itgav,ENSMUSG00000048583,ENSMUSG00000027087,omnipath,omnipath
IGF2,ITGB3,ENSG00000167244,ENSG00000259207,Igf2,Itgb3,ENSMUSG00000048583,ENSMUSG00000020689,omnipath,omnipath
IGF2,ITGA6,ENSG00000167244,ENSG00000091409,Igf2,Itga6,ENSMUSG00000048583,ENSMUSG00000027111,omnipath,omnipath
IGF2,ITGB4,ENSG00000167244,ENSG00000132470,Igf2,Itgb4,ENSMUSG00000048583,ENSMUSG00000020758,omnipath,omnipath
IGFBP3,EGFR,ENSG00000146674,ENSG00000146648,Igfbp3,Egfr,ENSMUSG00000020427,ENSMUSG00000020122,omnipath,omnipath
IGFBP4,FZD8,ENSG00000141753,ENSG00000177283,Igfbp4,Fzd8,ENSMUSG00000017493,ENSMUSG00000036904,omnipath,omnipath
IGFBP4,LRP6,ENSG00000141753,ENSG00000070018,Igfbp4,Lrp6,ENSMUSG00000017493,ENSMUSG00000030201,omnipath,omnipath
IGFBP7,MPIG6B,ENSG00000163453,ENSG00000204420,Igfbp7,Mpig6b,ENSMUSG00000036256,ENSMUSG00000073414,omnipath,omnipath
IGFBPL1,DCC,ENSG00000137142,ENSG00000187323,Igfbpl1,Dcc,ENSMUSG00000035551,ENSMUSG00000060534,omnipath,omnipath
IGFL1,IGFLR1,ENSG00000188293,ENSG00000126246,NA,Igflr1,NA,ENSMUSG00000036826,omnipath,omnipath
IGFL2,IGFLR1,ENSG00000204866,ENSG00000126246,NA,Igflr1,NA,ENSMUSG00000036826,omnipath,omnipath
IGFL3,IGFLR1,ENSG00000188624,ENSG00000126246,NA,Igflr1,NA,ENSMUSG00000036826,omnipath,omnipath
IGSF10,IGSF11,ENSG00000152580,ENSG00000144847,Igsf10,Igsf11,ENSMUSG00000036334,ENSMUSG00000022790,omnipath,omnipath
IGSF10,CD200R1L,ENSG00000152580,ENSG00000206531,Igsf10,Cd200r1,ENSMUSG00000036334,ENSMUSG00000022667,omnipath,omnipath
IGSF10,MILR1,ENSG00000152580,ENSG00000271605,Igsf10,Milr1,ENSMUSG00000036334,ENSMUSG00000040528,omnipath,omnipath
IGSF10,SLAMF9,ENSG00000152580,ENSG00000162723,Igsf10,Slamf9,ENSMUSG00000036334,ENSMUSG00000026548,omnipath,omnipath
IGSF10,MAG,ENSG00000152580,ENSG00000105695,Igsf10,Mag,ENSMUSG00000036334,ENSMUSG00000036634,omnipath,omnipath
IGSF11,TMEM190,ENSG00000144847,ENSG00000160472,Igsf11,Tmem190,ENSMUSG00000022790,ENSMUSG00000013091,nichenet_verschueren,nichenet_verschueren
IGSF11,VSIR,ENSG00000144847,ENSG00000107738,Igsf11,Vsir,ENSMUSG00000022790,ENSMUSG00000020101,omnipath,omnipath
IGSF11,CLEC2L,ENSG00000144847,ENSG00000236279,Igsf11,Clec2l,ENSMUSG00000022790,ENSMUSG00000079598,omnipath,omnipath
IGSF21,CSF3R,ENSG00000117154,ENSG00000119535,Igsf21,Csf3r,ENSMUSG00000040972,ENSMUSG00000028859,nichenet_verschueren,nichenet_verschueren
IGSF21,CD22,ENSG00000117154,ENSG00000012124,Igsf21,Cd22,ENSMUSG00000040972,ENSMUSG00000030577,nichenet_verschueren,nichenet_verschueren
IGSF21,CD79B,ENSG00000117154,ENSG00000007312,Igsf21,Cd79b,ENSMUSG00000040972,ENSMUSG00000040592,nichenet_verschueren,nichenet_verschueren
IGSF21,KIR2DS5,ENSG00000117154,ENSG00000288206,Igsf21,NA,ENSMUSG00000040972,NA,nichenet_verschueren,nichenet_verschueren
IGSF21,NRXN2,ENSG00000117154,ENSG00000110076,Igsf21,Nrxn2,ENSMUSG00000040972,ENSMUSG00000033768,nichenet_verschueren,nichenet_verschueren
IGSF21,HAVCR1,ENSG00000117154,ENSG00000113249,Igsf21,Havcr1,ENSMUSG00000040972,ENSMUSG00000040405,nichenet_verschueren,nichenet_verschueren
IGSF21,IYD,ENSG00000117154,ENSG00000009765,Igsf21,Iyd,ENSMUSG00000040972,ENSMUSG00000019762,omnipath,omnipath
IGSF21,ILDR2,ENSG00000117154,ENSG00000143195,Igsf21,Ildr2,ENSMUSG00000040972,ENSMUSG00000040612,omnipath,omnipath
IGSF21,MUC15,ENSG00000117154,ENSG00000169550,Igsf21,Muc15,ENSMUSG00000040972,ENSMUSG00000050808,omnipath,omnipath
IGSF3,PTGFRN,ENSG00000143061,ENSG00000134247,Igsf3,Ptgfrn,ENSMUSG00000042035,ENSMUSG00000027864,omnipath,omnipath
IHH,PTCH2,ENSG00000163501,ENSG00000117425,Ihh,Ptch2,ENSMUSG00000006538,ENSMUSG00000028681,omnipath,omnipath
IHH,PTCH1,ENSG00000163501,ENSG00000185920,Ihh,Ptch1,ENSMUSG00000006538,ENSMUSG00000021466,omnipath,omnipath
IHH,HHIP,ENSG00000163501,ENSG00000164161,Ihh,Hhip,ENSMUSG00000006538,ENSMUSG00000064325,omnipath,omnipath
IHH,BOC,ENSG00000163501,ENSG00000144857,Ihh,Boc,ENSMUSG00000006538,ENSMUSG00000022687,omnipath,omnipath
IHH,CDON,ENSG00000163501,ENSG00000064309,Ihh,Cdon,ENSMUSG00000006538,ENSMUSG00000038119,omnipath,omnipath
IL10,IL10RA,ENSG00000136634,ENSG00000110324,Il10,Il10ra,ENSMUSG00000016529,ENSMUSG00000032089,omnipath,omnipath
IL10,IL10RB,ENSG00000136634,ENSG00000243646,Il10,Il10rb,ENSMUSG00000016529,ENSMUSG00000022969,omnipath,omnipath
IL11,IL11RA,ENSG00000095752,ENSG00000137070,Il11,Il11ra3,ENSMUSG00000004371,ENSMUSG00000073876,omnipath,omnipath
IL11,IL6ST,ENSG00000095752,ENSG00000134352,Il11,Il6st,ENSMUSG00000004371,ENSMUSG00000021756,omnipath,omnipath
IL11,IL6R,ENSG00000095752,ENSG00000160712,Il11,Il6ra,ENSMUSG00000004371,ENSMUSG00000027947,omnipath,omnipath
IL12A,IL12RB1,ENSG00000168811,ENSG00000096996,Il12a,Il12rb1,ENSMUSG00000027776,ENSMUSG00000000791,omnipath,omnipath
IL12A,IL12RB2,ENSG00000168811,ENSG00000081985,Il12a,Il12rb2,ENSMUSG00000027776,ENSMUSG00000018341,omnipath,omnipath
IL12A,CD28,ENSG00000168811,ENSG00000178562,Il12a,Cd28,ENSMUSG00000027776,ENSMUSG00000026012,omnipath,omnipath
IL12B,IL12RB1,ENSG00000113302,ENSG00000096996,Il12b,Il12rb1,ENSMUSG00000004296,ENSMUSG00000000791,omnipath,omnipath
IL12B,IL12RB2,ENSG00000113302,ENSG00000081985,Il12b,Il12rb2,ENSMUSG00000004296,ENSMUSG00000018341,omnipath,omnipath
IL12B,IL23R,ENSG00000113302,ENSG00000162594,Il12b,Il23r,ENSMUSG00000004296,ENSMUSG00000049093,omnipath,omnipath
IL12B,BOC,ENSG00000113302,ENSG00000144857,Il12b,Boc,ENSMUSG00000004296,ENSMUSG00000022687,omnipath,omnipath
IL13,IL13RA1,ENSG00000169194,ENSG00000131724,Il13,Il13ra1,ENSMUSG00000020383,ENSMUSG00000017057,omnipath,omnipath
IL13,IL13RA2,ENSG00000169194,ENSG00000123496,Il13,Il13ra2,ENSMUSG00000020383,ENSMUSG00000031289,omnipath,omnipath
IL13,IL4R,ENSG00000169194,ENSG00000077238,Il13,Il4ra,ENSMUSG00000020383,ENSMUSG00000030748,omnipath,omnipath
IL13,IL2RG,ENSG00000169194,ENSG00000147168,Il13,Il2rg,ENSMUSG00000020383,ENSMUSG00000031304,omnipath,omnipath
IL15,IL15RA,ENSG00000164136,ENSG00000134470,Il15,Il15ra,ENSMUSG00000031712,ENSMUSG00000023206,omnipath,omnipath
IL15,IL2RG,ENSG00000164136,ENSG00000147168,Il15,Il2rg,ENSMUSG00000031712,ENSMUSG00000031304,omnipath,omnipath
IL15,IL2RB,ENSG00000164136,ENSG00000100385,Il15,Il2rb,ENSMUSG00000031712,ENSMUSG00000068227,omnipath,omnipath
IL15,IL2RA,ENSG00000164136,ENSG00000134460,Il15,Il2ra,ENSMUSG00000031712,ENSMUSG00000026770,omnipath,omnipath
IL16,CD9,ENSG00000172349,ENSG00000010278,Il16,Cd9,ENSMUSG00000001741,ENSMUSG00000030342,omnipath,omnipath
IL16,CD4,ENSG00000172349,ENSG00000010610,Il16,Cd4,ENSMUSG00000001741,ENSMUSG00000023274,omnipath,omnipath
IL16,GRIN2B,ENSG00000172349,ENSG00000273079,Il16,Grin2b,ENSMUSG00000001741,ENSMUSG00000030209,omnipath,omnipath
IL16,KCNJ4,ENSG00000172349,ENSG00000168135,Il16,Kcnj4,ENSMUSG00000001741,ENSMUSG00000044216,omnipath,omnipath
IL16,KCNJ15,ENSG00000172349,ENSG00000157551,Il16,Kcnj15,ENSMUSG00000001741,ENSMUSG00000062609,omnipath,omnipath
IL16,KCNA3,ENSG00000172349,ENSG00000177272,Il16,Kcna3,ENSMUSG00000001741,ENSMUSG00000047959,omnipath,omnipath
IL16,KCNJ10,ENSG00000172349,ENSG00000177807,Il16,Kcnj10,ENSMUSG00000001741,ENSMUSG00000044708,omnipath,omnipath
IL16,KCND2,ENSG00000172349,ENSG00000184408,Il16,Kcnd2,ENSMUSG00000001741,ENSMUSG00000060882,omnipath,omnipath
IL16,GRIN2A,ENSG00000172349,ENSG00000183454,Il16,Grin2a,ENSMUSG00000001741,ENSMUSG00000059003,omnipath,omnipath
IL16,KCND1,ENSG00000172349,ENSG00000102057,Il16,Kcnd1,ENSMUSG00000001741,ENSMUSG00000009731,omnipath,omnipath
IL16,GRIN2D,ENSG00000172349,ENSG00000105464,Il16,Grin2d,ENSMUSG00000001741,ENSMUSG00000002771,omnipath,omnipath
